"order_id","user_id","order_timestamp","product_id","product_category","product_price","quantity"
ORD5752,CUST1496,2025-03-15 21:03:43.000,P103,Beauty,30100.0,1
ORD5779,CUST1014,2025-02-14 06:15:42.000,P100,Beauty,12500.0,2
ORD5798,CUST1176,2025-02-20 06:09:02.000,P103,Homeware,23900.0,2
ORD5818,CUST1255,2025-02-26 00:09:54.000,P100,Fashion,44900.0,1
ORD5846,CUST1075,2025-02-01 05:16:48.000,P103,Fashion,19800.0,1
ORD5886,CUST1087,2025-04-02 15:00:48.000,P104,Fashion,41100.0,1
ORD5912,CUST1120,2025-02-12 19:11:14.000,P102,Health,27200.0,1
ORD5914,CUST1449,2025-03-02 22:19:27.000,P101,Beauty,24200.0,1
ORD5937,CUST1109,2024-12-07 14:50:57.000,P102,Beauty,34800.0,1
ORD5949,CUST1426,2024-12-25 17:29:56.000,P100,Electronics,27900.0,2
ORD5955,CUST1392,2025-03-16 12:36:30.000,P100,Health,35600.0,1
ORD5956,CUST1259,2025-01-03 15:19:31.000,P104,Homeware,44400.0,1
ORD5958,CUST1235,2024-12-27 09:33:03.000,P105,Fashion,19600.0,1
ORD5962,CUST1035,2025-02-03 06:44:49.000,P102,Fashion,6800.0,2
ORD5972,CUST1317,2025-02-25 11:57:15.000,P104,Electronics,34300.0,1
ORD5973,CUST1412,2025-03-21 09:44:14.000,P101,Accessories,6000.0,1
ORD5977,CUST1463,2025-02-07 12:21:15.000,P105,Fashion,40600.0,1
ORD5992,CUST1262,2025-02-26 05:30:19.000,P105,Health,40400.0,1
ORD6002,CUST1495,2025-01-13 18:18:39.000,P105,Beauty,40900.0,2
ORD6011,CUST1134,2025-02-03 18:13:19.000,P101,Fashion,17700.0,1
ORD6028,CUST1069,2024-12-25 08:26:09.000,P101,Health,42300.0,2
ORD6050,CUST1234,2025-02-03 10:21:08.000,P105,Homeware,43000.0,1
ORD6061,CUST1303,2025-02-18 09:28:22.000,P101,Homeware,33600.0,1
ORD6079,CUST1299,2024-12-28 14:49:11.000,P105,Accessories,26900.0,2
ORD6096,CUST1400,2025-01-05 16:55:07.000,P105,Accessories,32800.0,1
ORD6105,CUST1450,2025-02-14 17:51:56.000,P104,Fashion,38600.0,1
ORD6117,CUST1335,2025-01-24 03:10:05.000,P103,Homeware,5800.0,2
ORD6124,CUST1191,2025-01-09 11:00:51.000,P103,Beauty,37500.0,2
ORD6133,CUST1380,2025-03-09 23:18:24.000,P103,Homeware,31100.0,1
ORD6137,CUST1016,2025-03-15 21:05:56.000,P102,Beauty,43800.0,1
ORD6154,CUST1495,2025-03-21 03:22:55.000,P103,Fashion,28900.0,1
ORD6156,CUST1141,2024-12-13 18:21:31.000,P105,Fashion,8600.0,1
ORD6163,CUST1096,2024-12-14 06:30:24.000,P101,Homeware,26900.0,1
ORD6165,CUST1344,2024-12-27 12:25:48.000,P103,Electronics,38400.0,1
ORD6182,CUST1488,2025-04-03 10:20:43.000,P101,Homeware,12000.0,1
ORD6220,CUST1252,2025-03-29 11:21:58.000,P104,Beauty,8100.0,1
ORD6256,CUST1287,2025-01-07 18:38:58.000,P103,Homeware,45300.0,3
ORD6257,CUST1218,2024-12-06 13:15:29.000,P102,Homeware,46900.0,2
ORD6269,CUST1420,2025-02-02 12:10:28.000,P104,Electronics,33100.0,2
ORD6274,CUST1339,2025-01-03 13:52:57.000,P103,Electronics,8900.0,2
ORD6276,CUST1231,2025-01-20 17:35:50.000,P103,Health,5400.0,1
ORD6294,CUST1353,2025-01-27 21:56:55.000,P102,Health,39900.0,1
ORD6305,CUST1183,2025-03-23 05:32:40.000,P105,Accessories,36600.0,1
ORD6309,CUST1142,2025-01-02 02:03:28.000,P100,Beauty,22600.0,1
ORD6311,CUST1459,2024-12-09 07:13:20.000,P103,Fashion,34800.0,1
ORD6314,CUST1254,2025-02-12 18:15:14.000,P103,Beauty,28000.0,2
ORD6330,CUST1006,2025-03-23 06:41:36.000,P101,Electronics,11100.0,1
ORD6365,CUST1193,2025-03-10 10:37:37.000,P103,Electronics,3200.0,1
ORD6373,CUST1305,2025-03-06 02:58:02.000,P105,Health,34900.0,3
ORD6375,CUST1215,2025-01-10 11:41:58.000,P102,Fashion,40000.0,1
ORD6378,CUST1357,2025-02-06 21:03:44.000,P102,Homeware,41200.0,1
ORD6410,CUST1296,2024-12-07 20:22:25.000,P104,Health,38200.0,1
ORD6416,CUST1042,2025-02-12 01:00:31.000,P104,Homeware,46200.0,1
ORD6439,CUST1219,2025-04-02 11:11:26.000,P105,Electronics,24600.0,3
ORD6475,CUST1130,2025-02-17 20:53:13.000,P103,Fashion,20100.0,1
ORD6498,CUST1115,2025-02-25 00:43:35.000,P101,Accessories,27700.0,1
ORD6507,CUST1065,2025-03-15 17:19:57.000,P100,Beauty,21500.0,1
ORD6519,CUST1224,2025-01-16 20:37:54.000,P103,Accessories,11500.0,2
ORD6521,CUST1086,2024-12-25 00:33:59.000,P101,Homeware,27300.0,1
ORD6537,CUST1202,2025-03-10 08:17:52.000,P102,Fashion,45000.0,1
ORD6562,CUST1322,2024-12-31 01:53:00.000,P103,Accessories,45500.0,1
ORD6568,CUST1229,2025-02-09 15:35:04.000,P103,Accessories,42700.0,1
ORD6575,CUST1170,2025-03-26 20:41:19.000,P100,Homeware,30700.0,1
ORD6576,CUST1111,2024-12-30 11:22:46.000,P100,Health,40400.0,2
ORD6580,CUST1079,2024-12-13 19:41:05.000,P105,Fashion,12000.0,1
ORD6610,CUST1006,2025-04-01 05:17:20.000,P102,Fashion,7400.0,1
ORD6616,CUST1373,2025-03-04 04:28:29.000,P102,Accessories,35500.0,1
ORD6620,CUST1275,2025-01-13 23:58:39.000,P102,Accessories,24000.0,2
ORD6636,CUST1113,2025-01-14 18:08:20.000,P104,Electronics,32000.0,1
ORD6646,CUST1358,2025-03-25 20:02:01.000,P103,Beauty,45100.0,2
ORD6649,CUST1378,2025-01-14 09:22:48.000,P102,Beauty,13200.0,1
ORD6674,CUST1259,2025-04-05 19:51:09.000,P104,Health,26300.0,2
ORD6677,CUST1211,2025-03-14 14:50:14.000,P102,Fashion,49800.0,1
ORD6719,CUST1203,2024-12-19 00:39:11.000,P101,Fashion,24600.0,1
ORD6729,CUST1288,2025-03-20 21:35:45.000,P104,Health,32100.0,1
ORD6737,CUST1318,2024-12-08 17:55:30.000,P101,Health,29800.0,2
ORD6762,CUST1115,2025-03-26 23:05:59.000,P104,Fashion,45900.0,2
ORD6798,CUST1104,2024-12-10 00:12:34.000,P104,Homeware,36400.0,2
ORD6804,CUST1370,2025-02-19 04:46:26.000,P101,Accessories,20100.0,1
ORD6814,CUST1042,2025-02-12 11:52:53.000,P103,Health,4800.0,2
ORD6838,CUST1118,2025-01-05 21:12:57.000,P100,Electronics,31500.0,1
ORD6842,CUST1388,2024-12-10 13:31:30.000,P101,Accessories,44700.0,3
ORD6863,CUST1104,2024-12-19 16:27:18.000,P102,Health,33200.0,3
ORD6875,CUST1181,2025-03-20 20:04:48.000,P104,Accessories,9900.0,1
ORD6878,CUST1055,2025-02-10 01:29:54.000,P103,Health,4700.0,2
ORD6907,CUST1007,2025-03-14 15:29:03.000,P101,Homeware,39100.0,1
ORD6928,CUST1171,2025-01-27 20:54:54.000,P102,Health,12600.0,2
ORD6972,CUST1257,2025-03-27 15:56:17.000,P103,Fashion,30600.0,1
ORD6974,CUST1377,2025-01-10 08:59:32.000,P101,Fashion,29700.0,2
ORD7012,CUST1392,2025-01-22 22:41:39.000,P105,Homeware,8000.0,1
ORD7014,CUST1354,2025-01-01 18:07:35.000,P105,Beauty,27100.0,3
ORD7017,CUST1252,2024-12-06 01:18:42.000,P100,Health,29700.0,1
ORD7055,CUST1064,2025-03-04 06:12:18.000,P103,Beauty,27600.0,1
ORD7057,CUST1252,2025-04-01 05:30:55.000,P102,Fashion,41400.0,2
ORD7059,CUST1406,2025-02-27 00:52:15.000,P101,Accessories,38800.0,1
ORD7064,CUST1278,2025-04-05 20:05:26.000,P100,Homeware,22100.0,1
ORD7072,CUST1188,2025-01-05 23:47:04.000,P105,Fashion,3300.0,1
ORD7110,CUST1300,2025-02-15 13:23:36.000,P100,Beauty,11200.0,3
ORD7135,CUST1462,2024-12-18 04:56:29.000,P105,Electronics,27100.0,1
ORD7143,CUST1051,2025-02-24 02:32:44.000,P105,Accessories,41700.0,3
ORD7149,CUST1333,2025-03-22 11:42:51.000,P102,Electronics,24700.0,1
ORD7157,CUST1422,2025-03-08 07:13:04.000,P102,Beauty,33700.0,1
ORD7185,CUST1368,2025-01-17 11:40:30.000,P102,Electronics,18700.0,1
ORD7194,CUST1216,2025-02-01 17:56:04.000,P103,Beauty,22500.0,1
ORD7214,CUST1345,2025-02-24 16:16:38.000,P100,Homeware,21800.0,1
ORD7234,CUST1362,2024-12-13 22:14:46.000,P103,Homeware,43800.0,1
ORD7242,CUST1493,2024-12-19 14:14:44.000,P100,Accessories,39300.0,2
ORD7249,CUST1058,2025-03-10 06:37:43.000,P101,Homeware,30000.0,2
ORD7268,CUST1392,2025-03-19 13:13:37.000,P104,Beauty,21300.0,2
ORD7270,CUST1328,2025-01-22 21:37:18.000,P102,Homeware,17600.0,1
ORD7272,CUST1001,2025-03-30 16:17:53.000,P105,Fashion,18200.0,3
ORD7289,CUST1248,2025-01-27 10:39:22.000,P104,Electronics,35700.0,2
ORD7294,CUST1491,2025-02-25 18:46:56.000,P104,Fashion,10900.0,1
ORD7311,CUST1394,2025-04-05 15:34:04.000,P105,Electronics,5900.0,1
ORD7316,CUST1040,2025-01-09 08:44:58.000,P104,Accessories,40900.0,2
ORD7319,CUST1466,2024-12-29 13:34:25.000,P101,Accessories,44600.0,1
ORD7326,CUST1358,2025-02-23 19:22:22.000,P105,Accessories,33400.0,2
ORD7347,CUST1195,2025-02-14 06:22:40.000,P102,Fashion,3800.0,1
ORD7365,CUST1037,2024-12-10 10:24:32.000,P102,Electronics,18300.0,1
ORD7375,CUST1458,2024-12-27 13:43:31.000,P102,Electronics,48200.0,1
ORD7390,CUST1202,2025-04-03 15:16:40.000,P101,Health,40200.0,2
ORD7399,CUST1394,2025-02-16 19:36:01.000,P102,Fashion,41800.0,2
ORD7441,CUST1331,2024-12-17 07:10:53.000,P104,Homeware,37300.0,2
ORD7452,CUST1211,2025-03-07 17:04:28.000,P103,Fashion,26900.0,2
ORD7459,CUST1428,2025-03-20 04:35:48.000,P102,Accessories,49100.0,2
ORD7463,CUST1061,2025-02-04 12:48:39.000,P102,Electronics,45300.0,1
ORD7471,CUST1122,2025-02-08 19:01:03.000,P100,Homeware,44000.0,1
ORD7483,CUST1249,2025-01-11 04:22:36.000,P103,Accessories,47700.0,1
ORD7496,CUST1108,2024-12-25 16:54:19.000,P100,Accessories,11000.0,2
ORD7497,CUST1138,2025-01-25 03:32:14.000,P103,Health,13500.0,1
ORD7498,CUST1333,2025-03-29 11:47:10.000,P100,Accessories,25200.0,1
ORD7504,CUST1459,2025-02-13 07:19:54.000,P100,Homeware,10000.0,1
ORD7519,CUST1432,2025-01-04 20:45:00.000,P104,Accessories,31700.0,2
ORD7520,CUST1008,2025-03-20 10:38:32.000,P104,Homeware,17300.0,1
ORD7538,CUST1252,2025-02-20 05:56:41.000,P104,Homeware,14500.0,1
ORD7569,CUST1060,2025-02-05 20:04:11.000,P104,Beauty,8900.0,1
ORD7570,CUST1147,2025-02-14 06:02:27.000,P101,Homeware,44300.0,2
ORD7599,CUST1104,2025-03-04 10:34:05.000,P103,Health,47100.0,1
ORD7609,CUST1479,2025-02-04 07:04:05.000,P103,Beauty,25700.0,1
ORD7611,CUST1007,2025-01-12 18:32:03.000,P101,Beauty,15400.0,1
ORD7633,CUST1092,2024-12-24 18:03:09.000,P104,Homeware,34100.0,2
ORD7637,CUST1170,2025-01-27 16:08:07.000,P103,Fashion,20000.0,1
ORD7666,CUST1256,2025-02-09 08:54:22.000,P105,Fashion,8400.0,1
ORD7682,CUST1161,2025-03-24 07:32:15.000,P102,Fashion,46000.0,1
ORD7699,CUST1210,2025-02-08 00:50:07.000,P103,Electronics,24200.0,1
ORD7715,CUST1068,2024-12-09 08:00:36.000,P102,Homeware,49600.0,1
ORD7767,CUST1207,2025-03-18 22:40:29.000,P100,Electronics,8300.0,2
ORD7778,CUST1003,2025-03-27 22:14:45.000,P104,Fashion,34100.0,1
ORD7779,CUST1189,2024-12-16 12:07:25.000,P101,Health,5200.0,2
ORD7781,CUST1453,2025-02-06 13:43:31.000,P102,Health,8100.0,2
ORD7784,CUST1008,2024-12-24 11:37:57.000,P104,Electronics,19200.0,1
ORD7791,CUST1150,2024-12-07 06:19:57.000,P101,Health,6700.0,3
ORD7804,CUST1498,2024-12-07 10:56:48.000,P100,Health,5400.0,1
ORD7819,CUST1238,2025-04-04 16:23:31.000,P104,Beauty,6100.0,1
ORD7820,CUST1375,2025-02-21 16:59:02.000,P100,Beauty,16900.0,2
ORD7827,CUST1013,2024-12-18 23:38:12.000,P104,Fashion,19800.0,2
ORD7837,CUST1276,2024-12-07 21:44:46.000,P101,Electronics,24200.0,1
ORD7854,CUST1034,2025-01-15 20:13:55.000,P100,Homeware,43700.0,1
ORD7864,CUST1271,2024-12-31 20:33:58.000,P104,Beauty,4500.0,1
ORD7868,CUST1085,2024-12-18 19:50:10.000,P102,Homeware,32000.0,1
ORD7882,CUST1070,2024-12-16 19:26:58.000,P105,Homeware,35900.0,1
ORD7909,CUST1118,2025-03-23 21:12:59.000,P102,Health,27700.0,2
ORD7913,CUST1288,2025-03-15 00:37:43.000,P102,Electronics,46700.0,1
ORD7916,CUST1446,2024-12-09 23:23:11.000,P105,Fashion,6300.0,1
ORD7927,CUST1022,2024-12-27 08:52:03.000,P101,Electronics,20800.0,3
ORD7972,CUST1057,2025-03-31 06:54:39.000,P100,Health,19500.0,3
ORD7984,CUST1377,2024-12-07 17:50:44.000,P100,Electronics,46500.0,1
ORD7989,CUST1308,2025-01-20 11:33:33.000,P102,Electronics,24900.0,1
ORD5001,CUST1153,2025-03-20 09:41:30.000,P102,Accessories,10500.0,1
ORD5009,CUST1056,2025-03-27 03:01:33.000,P102,Electronics,13100.0,2
ORD5037,CUST1234,2025-03-27 12:30:07.000,P105,Accessories,28000.0,1
ORD5038,CUST1292,2025-03-30 20:12:33.000,P101,Fashion,46500.0,1
ORD5057,CUST1007,2025-03-18 05:42:49.000,P102,Fashion,35400.0,1
ORD5087,CUST1233,2025-02-27 18:06:57.000,P105,Homeware,33600.0,1
ORD5099,CUST1193,2025-01-03 02:18:58.000,P105,Beauty,35400.0,1
ORD5114,CUST1057,2025-03-25 23:30:32.000,P102,Health,8100.0,2
ORD5129,CUST1047,2025-02-12 14:13:55.000,P104,Homeware,9900.0,1
ORD5144,CUST1056,2025-02-16 21:35:39.000,P100,Health,40900.0,1
ORD5146,CUST1280,2025-02-16 23:31:26.000,P100,Beauty,38600.0,1
ORD5161,CUST1075,2024-12-24 11:27:44.000,P103,Electronics,38900.0,3
ORD5172,CUST1223,2025-01-05 11:20:52.000,P100,Beauty,8900.0,1
ORD5174,CUST1495,2024-12-10 02:23:11.000,P101,Electronics,39400.0,3
ORD5186,CUST1422,2024-12-10 15:07:39.000,P101,Homeware,31900.0,2
ORD5187,CUST1038,2025-02-02 06:19:13.000,P104,Fashion,18700.0,1
ORD5211,CUST1004,2025-02-07 22:27:40.000,P105,Fashion,36800.0,1
ORD5215,CUST1411,2025-02-06 08:37:07.000,P104,Beauty,46600.0,2
ORD5222,CUST1371,2024-12-07 23:14:01.000,P101,Electronics,47700.0,1
ORD5239,CUST1250,2024-12-17 09:35:54.000,P100,Homeware,19400.0,1
ORD5250,CUST1346,2024-12-09 05:51:36.000,P105,Electronics,4700.0,1
ORD5252,CUST1439,2025-02-11 00:36:10.000,P101,Homeware,17300.0,1
ORD5280,CUST1044,2025-04-05 23:35:23.000,P100,Electronics,27900.0,1
ORD5296,CUST1481,2025-03-25 17:23:38.000,P103,Electronics,3100.0,1
ORD5316,CUST1231,2024-12-19 17:19:06.000,P101,Accessories,44600.0,1
ORD5329,CUST1093,2025-03-13 18:27:35.000,P105,Health,30000.0,1
ORD5337,CUST1424,2025-01-19 13:50:55.000,P101,Health,44300.0,1
ORD5349,CUST1384,2025-01-06 18:42:26.000,P105,Accessories,18500.0,2
ORD5365,CUST1141,2024-12-13 12:13:06.000,P100,Accessories,5600.0,1
ORD5421,CUST1185,2025-03-11 22:09:32.000,P102,Fashion,9000.0,3
ORD5426,CUST1069,2025-03-22 03:31:12.000,P100,Accessories,45300.0,2
ORD5431,CUST1316,2025-03-23 06:57:29.000,P102,Fashion,29600.0,1
ORD5439,CUST1252,2025-01-18 15:21:59.000,P101,Health,27500.0,1
ORD5444,CUST1378,2025-02-04 01:25:13.000,P102,Accessories,20700.0,1
ORD5447,CUST1108,2025-04-06 11:40:51.000,P101,Accessories,42000.0,2
ORD5452,CUST1092,2025-02-13 12:34:23.000,P103,Beauty,31900.0,1
ORD5454,CUST1178,2025-01-22 23:42:28.000,P100,Fashion,45200.0,2
ORD5479,CUST1350,2024-12-23 14:00:22.000,P103,Electronics,40400.0,1
ORD5481,CUST1441,2024-12-19 23:01:48.000,P101,Accessories,16700.0,1
ORD5493,CUST1431,2025-03-06 09:11:17.000,P102,Accessories,7400.0,1
ORD5499,CUST1488,2025-01-14 15:35:15.000,P101,Electronics,27000.0,1
ORD5500,CUST1378,2025-01-18 16:21:25.000,P100,Beauty,25300.0,1
ORD5502,CUST1354,2025-04-06 09:49:18.000,P103,Accessories,20900.0,1
ORD5516,CUST1297,2024-12-31 22:58:27.000,P100,Homeware,33700.0,1
ORD5522,CUST1488,2025-03-23 04:32:11.000,P104,Electronics,34900.0,1
ORD5541,CUST1205,2024-12-06 04:21:45.000,P100,Homeware,37200.0,1
ORD5542,CUST1330,2025-01-07 20:39:31.000,P101,Beauty,5400.0,1
ORD5612,CUST1062,2025-02-23 19:35:59.000,P103,Electronics,37500.0,2
ORD5629,CUST1218,2024-12-16 13:36:32.000,P105,Homeware,34800.0,1
ORD5635,CUST1216,2025-01-10 13:31:57.000,P103,Beauty,33000.0,2
ORD5650,CUST1330,2024-12-07 05:27:25.000,P104,Beauty,35600.0,1
ORD5657,CUST1185,2025-01-18 20:08:43.000,P105,Beauty,8600.0,1
ORD5662,CUST1365,2024-12-20 14:27:43.000,P102,Beauty,5200.0,1
ORD5674,CUST1143,2025-01-21 02:24:52.000,P101,Beauty,30500.0,1
ORD5719,CUST1429,2025-01-06 14:06:56.000,P101,Fashion,5200.0,1
ORD5751,CUST1186,2024-12-17 07:49:53.000,P101,Fashion,22100.0,1
ORD5754,CUST1287,2025-02-13 17:37:54.000,P104,Beauty,7300.0,1
ORD5768,CUST1288,2025-03-26 18:38:56.000,P102,Accessories,4100.0,2
ORD5770,CUST1182,2024-12-17 17:20:46.000,P103,Beauty,22600.0,1
ORD5778,CUST1173,2025-03-18 13:56:24.000,P102,Homeware,30900.0,1
ORD5795,CUST1135,2024-12-24 12:55:42.000,P101,Homeware,10900.0,1
ORD5817,CUST1321,2025-03-29 10:47:26.000,P100,Health,39000.0,1
ORD5822,CUST1344,2025-01-04 20:48:24.000,P102,Fashion,18500.0,2
ORD5831,CUST1123,2025-02-06 23:38:05.000,P104,Beauty,30400.0,1
ORD5842,CUST1317,2025-02-26 12:31:17.000,P100,Accessories,7200.0,1
ORD5852,CUST1400,2025-01-23 10:48:15.000,P100,Electronics,28800.0,1
ORD5864,CUST1325,2025-03-04 09:12:59.000,P102,Beauty,12800.0,2
ORD5869,CUST1050,2025-03-15 04:25:57.000,P102,Homeware,47700.0,1
ORD5879,CUST1117,2024-12-23 12:59:50.000,P105,Accessories,40000.0,2
ORD5885,CUST1442,2024-12-18 21:04:08.000,P105,Electronics,30300.0,3
ORD5888,CUST1222,2025-03-04 10:53:36.000,P101,Health,40400.0,1
ORD5892,CUST1487,2025-01-11 17:18:38.000,P102,Accessories,9800.0,1
ORD5903,CUST1095,2025-02-18 00:27:57.000,P103,Electronics,10300.0,1
ORD5918,CUST1211,2025-03-06 07:06:08.000,P104,Electronics,17000.0,1
ORD5953,CUST1432,2024-12-07 06:35:26.000,P102,Accessories,13200.0,1
ORD5964,CUST1250,2025-01-11 04:12:01.000,P103,Electronics,18800.0,2
ORD5969,CUST1263,2025-02-16 07:45:10.000,P102,Accessories,42600.0,2
ORD5984,CUST1339,2025-03-29 22:34:38.000,P100,Beauty,36600.0,1
ORD6026,CUST1348,2025-03-14 16:53:31.000,P105,Beauty,24200.0,1
ORD6029,CUST1456,2025-03-17 11:13:34.000,P104,Health,22000.0,2
ORD6043,CUST1102,2025-04-06 12:17:21.000,P103,Electronics,8500.0,1
ORD6052,CUST1083,2025-01-28 08:19:55.000,P104,Homeware,31600.0,1
ORD6078,CUST1057,2024-12-22 17:50:25.000,P101,Electronics,8900.0,1
ORD6086,CUST1443,2024-12-11 00:54:31.000,P101,Beauty,49900.0,1
ORD6123,CUST1231,2025-04-01 18:59:10.000,P105,Fashion,35000.0,1
ORD6127,CUST1364,2024-12-31 10:23:10.000,P105,Electronics,39800.0,1
ORD6128,CUST1008,2024-12-18 16:35:10.000,P101,Accessories,17800.0,2
ORD6141,CUST1334,2024-12-12 10:34:20.000,P101,Electronics,15000.0,1
ORD6149,CUST1272,2025-03-05 12:39:00.000,P100,Accessories,41500.0,1
ORD6169,CUST1358,2025-02-15 02:46:15.000,P101,Health,13900.0,1
ORD6189,CUST1304,2024-12-25 16:02:59.000,P105,Homeware,38900.0,3
ORD6195,CUST1453,2025-03-11 22:28:20.000,P104,Fashion,37000.0,1
ORD6200,CUST1404,2025-02-27 04:17:58.000,P100,Accessories,45200.0,1
ORD6222,CUST1231,2025-02-24 04:56:38.000,P103,Accessories,13300.0,1
ORD6230,CUST1462,2025-03-07 18:57:05.000,P101,Accessories,15800.0,1
ORD6248,CUST1039,2025-03-30 17:22:59.000,P104,Health,24700.0,1
ORD6249,CUST1027,2025-01-17 19:01:04.000,P104,Health,3400.0,2
ORD6266,CUST1113,2024-12-29 04:31:29.000,P100,Beauty,28100.0,1
ORD6273,CUST1402,2025-01-18 16:36:06.000,P104,Fashion,42300.0,3
ORD6277,CUST1120,2024-12-17 16:11:32.000,P101,Accessories,23000.0,1
ORD6322,CUST1212,2025-02-10 17:02:31.000,P102,Accessories,44000.0,1
ORD6334,CUST1013,2025-03-03 05:21:13.000,P104,Health,36100.0,1
ORD6340,CUST1470,2025-02-12 03:26:59.000,P101,Homeware,31400.0,1
ORD6349,CUST1466,2025-01-23 16:51:30.000,P101,Electronics,38400.0,1
ORD6352,CUST1317,2025-04-04 20:32:06.000,P102,Beauty,35200.0,2
ORD6353,CUST1186,2025-03-26 19:33:42.000,P103,Homeware,48800.0,1
ORD6359,CUST1045,2025-04-02 13:27:03.000,P101,Fashion,13200.0,1
ORD6362,CUST1202,2025-03-27 23:28:41.000,P100,Fashion,25100.0,1
ORD6368,CUST1038,2025-03-11 18:11:51.000,P103,Electronics,44200.0,1
ORD6396,CUST1308,2025-01-05 05:31:39.000,P102,Beauty,7200.0,1
ORD6415,CUST1223,2025-02-23 21:13:33.000,P104,Health,28600.0,1
ORD6437,CUST1192,2025-04-01 12:16:09.000,P103,Homeware,32500.0,1
ORD6454,CUST1453,2025-03-19 13:57:15.000,P102,Homeware,8300.0,1
ORD6462,CUST1088,2025-01-12 23:45:01.000,P102,Health,35100.0,1
ORD6465,CUST1308,2025-03-12 07:39:40.000,P102,Fashion,19600.0,1
ORD6467,CUST1159,2025-02-22 03:18:32.000,P102,Electronics,8200.0,1
ORD6479,CUST1021,2025-02-14 10:53:23.000,P105,Fashion,43600.0,1
ORD6500,CUST1035,2025-03-08 07:16:58.000,P102,Fashion,38300.0,1
ORD6508,CUST1211,2025-03-18 04:54:00.000,P101,Electronics,32900.0,1
ORD6511,CUST1394,2025-03-17 18:26:40.000,P104,Homeware,8900.0,1
ORD6512,CUST1096,2025-01-12 03:42:21.000,P103,Beauty,17800.0,1
ORD6547,CUST1467,2025-03-01 09:03:37.000,P102,Accessories,11900.0,1
ORD6569,CUST1324,2025-03-19 05:09:26.000,P103,Health,31100.0,1
ORD6581,CUST1228,2024-12-10 22:38:39.000,P102,Beauty,44400.0,1
